,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Outlet_Sales
4547,NCC42,15.0,Low Fat,0.044899912,Health and Hygiene,139.9838,OUT035,2004,Small,Tier 2,Supermarket Type1,2396.9735931797186
4548,FDO28,5.765,Low Fat,0.07229836,Frozen Foods,118.8098,OUT046,1997,Small,Tier 1,Supermarket Type1,1850.0268483131822
4549,FDD32,17.7,Regular,0.071666638,Fruits and Vegetables,80.6276,OUT019,1985,Small,Tier 1,Grocery Store,195.8966614485149
4550,FDV45,16.75,Low Fat,0.045038921,Snack Foods,185.8556,OUT035,2004,Small,Tier 2,Supermarket Type1,3239.4610171790573
4551,NCW17,18.0,Low Fat,0.033942792,Health and Hygiene,126.5994,OUT019,1985,Small,Tier 1,Grocery Store,301.5293351722281
4552,NCJ17,7.68,Low Fat,0.151817729,Health and Hygiene,86.0224,OUT027,1985,Medium,Tier 3,Supermarket Type3,2228.9761911321766
4553,NCF18,18.35,Low Fat,0.089120941,Household,190.5504,OUT049,1999,Medium,Tier 1,Supermarket Type1,3149.720522602966
4554,FDP01,20.75,Regular,0.063454375,Breakfast,153.2682,OUT045,2002,Small,Tier 2,Supermarket Type1,2297.775571618421
4555,FDH24,20.7,Low Fat,0.021474597,Baking Goods,156.9288,OUT045,2002,Small,Tier 2,Supermarket Type1,2320.221211365291
4556,FDI38,13.35,Regular,0.014556069,Canned,208.7638,OUT027,1985,Medium,Tier 3,Supermarket Type3,6012.365804768399
4557,FDX03,15.85,Regular,0.061084423,Meat,44.7744,OUT035,2004,Small,Tier 2,Supermarket Type1,755.2887203399598
4558,FDY28,7.47,Regular,0.152150971,Frozen Foods,213.5218,OUT046,1997,Small,Tier 1,Supermarket Type1,3450.276596229416
4559,FDN34,15.6,Regular,0.045950668,Snack Foods,170.8132,OUT018,2009,Medium,Tier 3,Supermarket Type2,2456.757716779882
4560,FDJ02,17.2,Regular,0.02521782,Canned,148.5418,OUT045,2002,Small,Tier 2,Supermarket Type1,2417.829939756791
4561,FDW40,14.0,Regular,0.184096112,Frozen Foods,140.7812,OUT019,1985,Small,Tier 1,Grocery Store,332.1488683313313
4562,FDX03,15.85,Regular,0.06144156,Meat,43.4744,OUT017,2007,Small,Tier 2,Supermarket Type1,724.3189803986014
4563,FDE17,20.1,Regular,0.054191792,Frozen Foods,152.1366,OUT027,1985,Medium,Tier 3,Supermarket Type3,3865.863817572042
4564,FDT58,9.0,Low Fat,0.085954716,Snack Foods,167.4816,OUT046,1997,Small,Tier 1,Supermarket Type1,2631.379479506805
4565,FDI38,13.35,Regular,0.014614728,Canned,207.9638,OUT013,1987,High,Tier 3,Supermarket Type1,3685.0068315083395
4566,FDW22,9.695,Regular,0.030284659,Snack Foods,223.3114,OUT035,2004,Small,Tier 2,Supermarket Type1,3967.2163342059457
4567,FDS15,9.195,Regular,0.077682589,Meat,109.2596,OUT027,1985,Medium,Tier 3,Supermarket Type3,2914.899555812765
4568,NCX06,17.6,Low Fat,0.01567399,Household,181.9976,OUT013,1987,High,Tier 3,Supermarket Type1,2975.185843058593
4569,DRK47,7.905,Low Fat,0.064052266,Hard Drinks,229.9694,OUT035,2004,Small,Tier 2,Supermarket Type1,3947.5760106295365
4570,FDC23,18.0,Low Fat,0.017819491,Starchy Foods,178.0686,OUT027,1985,Medium,Tier 3,Supermarket Type3,4724.011667103762
4571,FDM56,16.7,Low Fat,0.117486329,Fruits and Vegetables,107.4912,OUT010,1998,Small,Tier 3,Grocery Store,259.6862818363131
4572,FDP21,7.42,Regular,0.025740842,Snack Foods,190.0872,OUT046,1997,Small,Tier 1,Supermarket Type1,3084.7279329279354
4573,FDP58,11.1,Low Fat,0.135142318,Snack Foods,218.8482,OUT046,1997,Small,Tier 1,Supermarket Type1,3543.841128261843
4574,FDA27,20.35,Regular,0.054150291,Dairy,254.7672,OUT019,1985,Small,Tier 1,Grocery Store,571.5867495998752
4575,FDK41,14.3,Low Fat,0.223309091,Frozen Foods,85.5224,OUT019,1985,Small,Tier 1,Grocery Store,200.873866267671
4576,NCH42,6.86,Low Fat,0.03653732,Household,230.601,OUT046,1997,Small,Tier 1,Supermarket Type1,3654.429006667163
4577,FDG29,17.6,Low Fat,0.056406081,Frozen Foods,42.5454,OUT045,2002,Small,Tier 2,Supermarket Type1,639.8516553379778
4578,FDW15,15.35,Regular,0.055338105,Meat,150.4734,OUT018,2009,Medium,Tier 3,Supermarket Type2,2143.72595470566
4579,FDD28,10.695,Low Fat,0.053513977,Frozen Foods,59.1904,OUT018,2009,Medium,Tier 3,Supermarket Type2,809.0617264389012
4580,FDQ37,20.75,Low Fat,0.089399444,Breakfast,193.9478,OUT049,1999,Medium,Tier 1,Supermarket Type1,3158.4132283689696
4581,FDC23,18.0,Low Fat,0.017902817,Starchy Foods,178.2686,OUT035,2004,Small,Tier 2,Supermarket Type1,3062.0202133557436
4582,FDV13,17.35,Regular,0.027605646,Canned,88.9856,OUT035,2004,Small,Tier 2,Supermarket Type1,1607.6394969547064
4583,FDK33,17.85,Low Fat,0.01123525,Snack Foods,211.856,OUT046,1997,Small,Tier 1,Supermarket Type1,3484.6447824747515
4584,FDO33,14.75,Low Fat,0.089248129,Snack Foods,113.1518,OUT013,1987,High,Tier 3,Supermarket Type1,1855.510967383212
4585,FDN21,18.6,Low Fat,0.077290355,Snack Foods,161.9236,OUT017,2007,Small,Tier 2,Supermarket Type1,2682.9777110262953
4586,NCW06,16.2,Low Fat,0.050096661,Household,192.4162,OUT027,1985,Medium,Tier 3,Supermarket Type3,5142.885528729513
4587,FDI38,13.35,Regular,0.014624135,Canned,207.2638,OUT035,2004,Small,Tier 2,Supermarket Type1,3862.275691868797
4588,FDC21,14.6,Regular,0.04275079,Fruits and Vegetables,107.7254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2952.6042956061033
4589,NCS05,11.5,Low Fat,0.020978072,Health and Hygiene,132.8942,OUT046,1997,Small,Tier 1,Supermarket Type1,2112.8174002858764
4590,NCN53,5.175,Low Fat,0.030402657,Health and Hygiene,37.0874,OUT049,1999,Medium,Tier 1,Supermarket Type1,594.2377889466085
4591,FDV40,17.35,Low Fat,0.024591034,Frozen Foods,74.8038,OUT010,1998,Small,Tier 3,Grocery Store,177.2493956308178
4592,FDG60,20.35,Low Fat,0.061043068,Baking Goods,233.0616,OUT017,2007,Small,Tier 2,Supermarket Type1,3851.157776669951
4593,NCY30,20.25,Low Fat,0.025827578,Household,182.7976,OUT027,1985,Medium,Tier 3,Supermarket Type3,4626.435773016742
4594,FDM40,10.195,Low Fat,0.160261305,Frozen Foods,141.0154,OUT045,2002,Small,Tier 2,Supermarket Type1,2141.375436163787
4595,NCO30,19.5,Low Fat,0.0,Household,183.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,2872.256907573133
4596,FDK10,5.785,Regular,0.04035886,Snack Foods,181.366,OUT046,1997,Small,Tier 1,Supermarket Type1,2892.3392682006915
4597,FDM36,11.65,Regular,0.058849939,Baking Goods,172.7422,OUT045,2002,Small,Tier 2,Supermarket Type1,2743.6318922434566
4598,FDN10,11.5,Low Fat,0.046085421,Snack Foods,117.6124,OUT013,1987,High,Tier 3,Supermarket Type1,1916.9638065294512
4599,FDM46,7.365,Low Fat,0.160619486,Snack Foods,93.612,OUT018,2009,Medium,Tier 3,Supermarket Type2,1292.2005997772033
4600,FDX50,20.1,Low Fat,0.074743226,Dairy,111.5228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1769.796872304863
4601,FDP33,18.7,Low Fat,0.0894533,Snack Foods,254.3672,OUT045,2002,Small,Tier 2,Supermarket Type1,3831.8559145931767
4602,FDO12,15.75,Low Fat,0.0,Baking Goods,194.8452,OUT045,2002,Small,Tier 2,Supermarket Type1,3192.6366013165293
4603,FDC28,7.905,Low Fat,0.05494116,Frozen Foods,110.4254,OUT013,1987,High,Tier 3,Supermarket Type1,1784.6281666015793
4604,FDO31,6.76,Regular,0.02904146,Fruits and Vegetables,80.796,OUT045,2002,Small,Tier 2,Supermarket Type1,1270.4480236489435
4605,FDX45,16.75,Low Fat,0.104835967,Snack Foods,154.863,OUT035,2004,Small,Tier 2,Supermarket Type1,2634.270555955403
4606,FDV21,11.5,Low Fat,0.171348934,Snack Foods,125.7704,OUT049,1999,Medium,Tier 1,Supermarket Type1,2056.854363855359
4607,FDH04,6.115,Regular,0.011390654,Frozen Foods,91.0488,OUT049,1999,Medium,Tier 1,Supermarket Type1,1531.6123730602349
4608,NCG54,12.1,Low Fat,0.079739853,Household,169.4106,OUT013,1987,High,Tier 3,Supermarket Type1,2714.9302138257804
4609,FDO13,7.865,Low Fat,0.061059672,Breakfast,162.7526,OUT046,1997,Small,Tier 1,Supermarket Type1,2599.035402056433
4610,FDA09,13.35,Regular,0.148643089,Snack Foods,179.766,OUT027,1985,Medium,Tier 3,Supermarket Type3,4822.30178435164
4611,FDC38,15.7,Low Fat,0.123186843,Canned,133.5942,OUT017,2007,Small,Tier 2,Supermarket Type1,2329.164006627414
4612,NCO42,21.25,Low Fat,0.024655594,Household,144.0102,OUT046,1997,Small,Tier 1,Supermarket Type1,2083.314665827099
4613,FDL45,15.6,Low Fat,0.037746432,Snack Foods,123.8704,OUT049,1999,Medium,Tier 1,Supermarket Type1,2084.1414160048344
4614,NCK31,10.895,Low Fat,0.027025266,Others,52.2666,OUT013,1987,High,Tier 3,Supermarket Type1,828.6841013075425
4615,FDM39,6.42,Low Fat,0.053773114,Dairy,179.0002,OUT017,2007,Small,Tier 2,Supermarket Type1,2970.080337224015
4616,FDC22,6.89,Regular,0.228353164,Snack Foods,192.482,OUT010,1998,Small,Tier 3,Grocery Store,455.0531532585188
4617,FDF46,7.07,Low Fat,0.093671176,Snack Foods,115.3834,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.7524431269192
4618,FDQ37,20.75,Low Fat,0.08944169,Breakfast,192.0478,OUT045,2002,Small,Tier 2,Supermarket Type1,2914.745731563743
4619,FDH41,9.0,Low Fat,0.137270472,Frozen Foods,213.4534,OUT010,1998,Small,Tier 3,Grocery Store,513.8428643426414
4620,FDQ04,6.4,Low Fat,0.084753606,Frozen Foods,40.2796,OUT046,1997,Small,Tier 1,Supermarket Type1,609.8539857269714
4621,NCQ02,12.6,Low Fat,0.0,Household,189.2556,OUT027,1985,Medium,Tier 3,Supermarket Type3,5109.105400261336
4622,FDJ57,7.42,Regular,0.021469174,Seafood,187.6582,OUT027,1985,Medium,Tier 3,Supermarket Type3,5712.047234977486
4623,NCE07,8.18,Low Fat,0.013150445,Household,140.6154,OUT049,1999,Medium,Tier 1,Supermarket Type1,2299.0406025638245
4624,FDE56,17.25,Regular,0.159062948,Fruits and Vegetables,60.2194,OUT013,1987,High,Tier 3,Supermarket Type1,967.9029214939872
4625,FDI20,19.1,Low Fat,0.038623716,Fruits and Vegetables,209.6586,OUT049,1999,Medium,Tier 1,Supermarket Type1,3565.1918721010347
4626,FDK36,7.09,Low Fat,0.0,Baking Goods,49.1034,OUT018,2009,Medium,Tier 3,Supermarket Type2,676.752305210883
4627,FDP08,20.5,Regular,0.111865695,Fruits and Vegetables,191.8478,OUT027,1985,Medium,Tier 3,Supermarket Type3,4989.410094730303
4628,FDF44,7.17,Regular,0.060065869,Fruits and Vegetables,130.9968,OUT017,2007,Small,Tier 2,Supermarket Type1,2224.8035322000073
4629,NCU53,5.485,Low Fat,0.042993634,Health and Hygiene,167.3842,OUT017,2007,Small,Tier 2,Supermarket Type1,2770.3311902886694
4630,FDF47,20.85,Low Fat,0.097599775,Starchy Foods,224.8746,OUT035,2004,Small,Tier 2,Supermarket Type1,3669.0934400021474
4631,FDS55,7.02,Low Fat,0.135852194,Fruits and Vegetables,149.7734,OUT010,1998,Small,Tier 3,Grocery Store,349.86873609906127
4632,FDZ52,19.2,Low Fat,0.167504237,Frozen Foods,110.5886,OUT010,1998,Small,Tier 3,Grocery Store,253.90433172756966
4633,FDL04,19.0,Low Fat,0.112379351,Frozen Foods,105.3622,OUT018,2009,Medium,Tier 3,Supermarket Type2,1458.0645803546531
4634,NCM26,20.5,Low Fat,0.023138823,Others,152.734,OUT035,2004,Small,Tier 2,Supermarket Type1,2483.7442382038594
4635,FDX43,5.655,Low Fat,0.0,Fruits and Vegetables,168.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,2826.1896415726856
4636,FDP52,18.7,Regular,0.070801636,Frozen Foods,227.801,OUT049,1999,Medium,Tier 1,Supermarket Type1,3874.0741600462025
4637,DRK49,14.15,Low Fat,0.036016611,Soft Drinks,41.4138,OUT045,2002,Small,Tier 2,Supermarket Type1,639.2953692804015
4638,FDE38,6.52,Low Fat,0.04457004,Canned,165.3842,OUT013,1987,High,Tier 3,Supermarket Type1,2737.6052453108978
4639,DRF13,12.1,Low Fat,0.029775731,Soft Drinks,145.2444,OUT035,2004,Small,Tier 2,Supermarket Type1,2512.133586783305
4640,FDK41,14.3,Low Fat,0.213478694,Frozen Foods,84.9224,OUT010,1998,Small,Tier 3,Grocery Store,197.2860783518501
4641,FDJ04,18.0,Low Fat,0.123849384,Frozen Foods,120.0124,OUT027,1985,Medium,Tier 3,Supermarket Type3,3144.693152571091
4642,FDZ44,8.185,Low Fat,0.038886823,Fruits and Vegetables,118.5808,OUT018,2009,Medium,Tier 3,Supermarket Type2,1679.9435090447867
4643,FDS11,7.05,Regular,0.055512274,Breads,225.7088,OUT013,1987,High,Tier 3,Supermarket Type1,3807.3743011782203
4644,FDA55,17.2,Regular,0.05707763,Fruits and Vegetables,224.8088,OUT049,1999,Medium,Tier 1,Supermarket Type1,3941.6476627192114
4645,NCW53,18.35,Low Fat,0.030495077,Health and Hygiene,194.0162,OUT046,1997,Small,Tier 1,Supermarket Type1,3123.2906238053565
4646,FDB49,8.3,Regular,0.0,Baking Goods,99.8384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2729.0943584927645
4647,FDD23,9.5,Regular,0.048960915,Starchy Foods,188.1898,OUT017,2007,Small,Tier 2,Supermarket Type1,3224.346496610005
4648,NCV42,6.26,Low Fat,0.031485704,Household,110.0228,OUT045,2002,Small,Tier 2,Supermarket Type1,1676.089371347627
4649,NCZ29,15.0,Low Fat,0.071662195,Health and Hygiene,127.7362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1803.4398919297278
4650,FDQ26,13.5,Regular,0.067815921,Dairy,58.0562,OUT013,1987,High,Tier 3,Supermarket Type1,923.6029983502758
4651,FDV08,7.35,Low Fat,0.028756673,Fruits and Vegetables,40.5454,OUT017,2007,Small,Tier 2,Supermarket Type1,667.7559836776925
4652,FDC53,8.68,Low Fat,0.008849431,Frozen Foods,99.9384,OUT049,1999,Medium,Tier 1,Supermarket Type1,1682.4678253894892
4653,FDV58,20.85,Low Fat,0.202948268,Snack Foods,197.4452,OUT010,1998,Small,Tier 3,Grocery Store,436.8300308969352
4654,NCP02,7.105,Low Fat,0.078454358,Household,58.3562,OUT019,1985,Small,Tier 1,Grocery Store,131.9854066397458
4655,DRI37,15.85,Low Fat,0.107816091,Soft Drinks,56.8904,OUT045,2002,Small,Tier 2,Supermarket Type1,875.8263852825042
4656,FDQ12,12.65,Low Fat,0.035465802,Baking Goods,229.601,OUT049,1999,Medium,Tier 1,Supermarket Type1,3967.401887079554
4657,FDE33,19.35,Regular,0.049635605,Fruits and Vegetables,76.5644,OUT046,1997,Small,Tier 1,Supermarket Type1,1205.0473904441674
4658,FDX27,20.7,Regular,0.114348523,Dairy,95.0436,OUT045,2002,Small,Tier 2,Supermarket Type1,1398.8191919663384
4659,FDM22,14.0,Regular,0.042195096,Snack Foods,51.564,OUT017,2007,Small,Tier 2,Supermarket Type1,858.6988121564417
4660,NCH30,17.1,Low Fat,0.117578079,Household,113.886,OUT019,1985,Small,Tier 1,Grocery Store,269.2597274055378
4661,FDC04,15.6,Low Fat,0.045240103,Dairy,241.7854,OUT017,2007,Small,Tier 2,Supermarket Type1,4120.104028177543
4662,FDO38,17.25,Low Fat,0.072839052,Canned,79.7986,OUT046,1997,Small,Tier 1,Supermarket Type1,1305.36060734733
4663,FDV52,20.7,Regular,0.120932251,Frozen Foods,117.0466,OUT027,1985,Medium,Tier 3,Supermarket Type3,2943.526992116245
4664,FDB32,20.6,Low Fat,0.023433422,Fruits and Vegetables,94.5778,OUT013,1987,High,Tier 3,Supermarket Type1,1487.50421680866
4665,FDV43,16.0,Low Fat,0.077168705,Fruits and Vegetables,46.5086,OUT018,2009,Medium,Tier 3,Supermarket Type2,643.3502031990439
4666,FDI24,10.3,Low Fat,0.079064574,Baking Goods,178.237,OUT018,2009,Medium,Tier 3,Supermarket Type2,2531.770375549687
4667,FDR40,9.1,Regular,0.008079833,Frozen Foods,81.7618,OUT017,2007,Small,Tier 2,Supermarket Type1,1402.0553334539327
4668,FDW02,4.805,Regular,0.037758036,Dairy,124.5704,OUT049,1999,Medium,Tier 1,Supermarket Type1,2036.0165435919193
4669,FDE44,14.65,Low Fat,0.171654513,Fruits and Vegetables,48.4692,OUT049,1999,Medium,Tier 1,Supermarket Type1,782.0764617757153
4670,FDL38,13.8,Regular,0.014733108,Canned,89.4172,OUT046,1997,Small,Tier 1,Supermarket Type1,1512.0650664358286
4671,NCT54,8.695,Low Fat,0.0,Household,96.0094,OUT010,1998,Small,Tier 3,Grocery Store,228.2272577644364
4672,DRJ39,20.25,Low Fat,0.060802383,Dairy,219.7482,OUT010,1998,Small,Tier 3,Grocery Store,506.7985525178747
4673,FDW55,12.6,Regular,0.022004053,Fruits and Vegetables,248.6092,OUT049,1999,Medium,Tier 1,Supermarket Type1,4268.016622344969
4674,DRF13,12.1,Low Fat,0.052143322,Soft Drinks,144.5444,OUT019,1985,Small,Tier 1,Grocery Store,347.6962725552271
4675,NCW17,18.0,Low Fat,0.019416374,Health and Hygiene,129.5994,OUT049,1999,Medium,Tier 1,Supermarket Type1,2159.487256673
4676,FDP13,8.1,Regular,0.134298156,Canned,40.448,OUT035,2004,Small,Tier 2,Supermarket Type1,693.040203298722
4677,FDS08,5.735,Low Fat,0.057193256,Fruits and Vegetables,174.437,OUT018,2009,Medium,Tier 3,Supermarket Type2,2445.898455684537
4678,NCP17,19.35,Low Fat,0.0,Health and Hygiene,62.6168,OUT035,2004,Small,Tier 2,Supermarket Type1,1039.1817499836154
4679,NCO53,16.2,Low Fat,0.175151361,Health and Hygiene,182.1608,OUT035,2004,Small,Tier 2,Supermarket Type1,3109.8589100772033
4680,FDH19,19.35,Low Fat,0.033155576,Meat,173.9738,OUT045,2002,Small,Tier 2,Supermarket Type1,2661.3532432451707
4681,FDJ04,18.0,Low Fat,0.125156,Frozen Foods,119.8124,OUT017,2007,Small,Tier 2,Supermarket Type1,2005.7136828331045
4682,FDG10,6.63,Regular,0.010956306,Snack Foods,56.9588,OUT049,1999,Medium,Tier 1,Supermarket Type1,930.8963688720179
4683,FDA40,16.0,Regular,0.166159652,Frozen Foods,87.5856,OUT010,1998,Small,Tier 3,Grocery Store,209.06456135232852
4684,FDI53,8.895,Regular,0.137924102,Frozen Foods,161.9236,OUT045,2002,Small,Tier 2,Supermarket Type1,2502.2295017571096
4685,FDU09,7.71,Regular,0.111469959,Snack Foods,56.0956,OUT010,1998,Small,Tier 3,Grocery Store,129.03602391336224
4686,FDK60,16.5,Regular,0.09405464,Baking Goods,98.3068,OUT045,2002,Small,Tier 2,Supermarket Type1,1572.603035677789
4687,FDR43,18.2,Low Fat,0.16240296,Fruits and Vegetables,34.819,OUT017,2007,Small,Tier 2,Supermarket Type1,574.4670582597495
4688,FDW22,9.695,Regular,0.030461721,Snack Foods,220.0114,OUT017,2007,Small,Tier 2,Supermarket Type1,3860.5727284674654
4689,DRP47,15.75,Low Fat,0.235341126,Hard Drinks,252.1382,OUT010,1998,Small,Tier 3,Grocery Store,583.9715353654722
4690,DRG48,5.78,Low Fat,0.024362196,Soft Drinks,145.8102,OUT010,1998,Small,Tier 3,Grocery Store,343.8920454970872
4691,FDA14,16.1,Low Fat,0.065170902,Dairy,146.176,OUT035,2004,Small,Tier 2,Supermarket Type1,2470.772309940357
4692,FDU49,19.5,Regular,0.030668818,Canned,87.954,OUT013,1987,High,Tier 3,Supermarket Type1,1464.8239348023399
4693,FDK28,5.695,Low Fat,0.065722924,Frozen Foods,256.9646,OUT045,2002,Small,Tier 2,Supermarket Type1,3827.0740055376154
4694,FDT19,7.59,Regular,0.14504086,Fruits and Vegetables,173.608,OUT046,1997,Small,Tier 1,Supermarket Type1,2776.85153985172
4695,NCQ42,20.35,Low Fat,0.039347842,Household,125.2678,OUT045,2002,Small,Tier 2,Supermarket Type1,1832.7720601761773
4696,FDD03,13.3,Low Fat,0.079968115,Dairy,234.43,OUT045,2002,Small,Tier 2,Supermarket Type1,3688.4404953639555
4697,NCM53,18.75,Low Fat,0.051997608,Health and Hygiene,108.328,OUT013,1987,High,Tier 3,Supermarket Type1,1744.4452001058658
4698,NCX53,20.1,Low Fat,0.014968132,Health and Hygiene,140.8154,OUT045,2002,Small,Tier 2,Supermarket Type1,2104.2068810876435
4699,FDV14,19.85,Low Fat,0.044281997,Dairy,85.8856,OUT027,1985,Medium,Tier 3,Supermarket Type3,2173.6413320067422
4700,NCZ54,14.65,Low Fat,0.083830905,Household,161.4552,OUT017,2007,Small,Tier 2,Supermarket Type1,2689.5803455709956
4701,FDB39,11.6,Low Fat,0.038486905,Dairy,55.4272,OUT013,1987,High,Tier 3,Supermarket Type1,868.4774890766989
4702,DRC24,17.85,Low Fat,0.024821278,Soft Drinks,153.4998,OUT046,1997,Small,Tier 1,Supermarket Type1,2459.2088646148018
4703,FDY36,12.3,Low Fat,0.009402696,Baking Goods,74.138,OUT013,1987,High,Tier 3,Supermarket Type1,1220.236863674482
4704,FDN01,8.895,Low Fat,0.0,Breakfast,176.637,OUT035,2004,Small,Tier 2,Supermarket Type1,3135.8080512355477
4705,DRH25,18.7,Low Fat,0.01459303,Soft Drinks,52.7324,OUT046,1997,Small,Tier 1,Supermarket Type1,819.0576587759424
4706,FDV08,7.35,Low Fat,0.0,Fruits and Vegetables,43.8454,OUT046,1997,Small,Tier 1,Supermarket Type1,684.9742073204203
4707,NCP53,14.75,Low Fat,0.032941482,Health and Hygiene,238.8906,OUT049,1999,Medium,Tier 1,Supermarket Type1,4079.945835848548
4708,FDU52,7.56,Low Fat,0.0,Frozen Foods,156.563,OUT010,1998,Small,Tier 3,Grocery Store,371.2530878560021
4709,NCI42,18.75,Low Fat,0.010386567,Household,206.9954,OUT045,2002,Small,Tier 2,Supermarket Type1,3251.661018452943
4710,FDZ14,7.71,Regular,0.047579697,Dairy,120.3756,OUT035,2004,Small,Tier 2,Supermarket Type1,2046.314572309928
4711,FDF11,10.195,Regular,0.017631222,Starchy Foods,240.6538,OUT046,1997,Small,Tier 1,Supermarket Type1,3902.8080578559884
4712,FDQ13,11.1,Low Fat,0.010684957,Canned,85.7908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1262.7807900552234
4713,FDO32,6.36,Low Fat,0.201765292,Fruits and Vegetables,46.606,OUT010,1998,Small,Tier 3,Grocery Store,103.57894337174328
4714,DRJ37,10.8,Low Fat,0.061350284,Soft Drinks,153.3024,OUT018,2009,Medium,Tier 3,Supermarket Type2,2164.3090632519165
4715,FDY43,14.85,Low Fat,0.098402239,Fruits and Vegetables,168.1474,OUT046,1997,Small,Tier 1,Supermarket Type1,2709.566587467883
4716,NCT41,15.7,Low Fat,0.056306994,Health and Hygiene,153.2024,OUT017,2007,Small,Tier 2,Supermarket Type1,2583.4590580428453
4717,NCV17,18.85,Low Fat,0.0,Health and Hygiene,132.5626,OUT045,2002,Small,Tier 2,Supermarket Type1,2054.4813505571856
4718,FDM04,9.195,Regular,0.046892427,Frozen Foods,53.2666,OUT027,1985,Medium,Tier 3,Supermarket Type3,1371.777703697396
4719,DRB48,16.75,Regular,0.024954731,Soft Drinks,38.3822,OUT018,2009,Medium,Tier 3,Supermarket Type2,546.5782437609529
4720,FDM24,6.135,Regular,0.079261353,Baking Goods,152.8366,OUT013,1987,High,Tier 3,Supermarket Type1,2467.8408586926407
4721,FDT37,14.15,Low Fat,0.035325003,Canned,254.1014,OUT049,1999,Medium,Tier 1,Supermarket Type1,4354.923168935477
4722,NCO05,7.27,Low Fat,0.077930971,Health and Hygiene,97.3384,OUT010,1998,Small,Tier 3,Grocery Store,228.9222610489217
4723,FDL13,13.85,Regular,0.056318568,Breakfast,234.03,OUT046,1997,Small,Tier 1,Supermarket Type1,3932.7540487574006
4724,FDL15,17.85,Low Fat,0.046898544,Meat,152.8682,OUT017,2007,Small,Tier 2,Supermarket Type1,2557.888195340817
4725,FDB11,16.0,Low Fat,0.061095899,Starchy Foods,223.4404,OUT018,2009,Medium,Tier 3,Supermarket Type2,3227.857222818072
